id,trzby,naklady,bloky,typ,regional,mesto,hodnota_bloku,podiel_rx,ZF,F,L,fte,fte_n
2,1154617.09,84618.77,61770,D - street,RR15_Miroslava Kolesárová,"Bratislava, Obchodná",18.692198316334792,0.4713968,0.13266283524904215,2.3342911877394634,1.8541666666666667,4.321120689655173,0.689176245210728
3,754015.45,55539.53,33650,E - poliklinika,RR13_Slavomír Bodnár,Senec,22.407591381872212,0.7395328305275444,0.8292624521072797,1.439176245210728,0,2.2684386973180075,0.27011494252873564
5,945226.53,56116.91,50640,D - street,RR2_Silvia Mastikova,"Vranov n.T., centrum",18.665610781990523,0.5693855736359833,1.3208812260536398,0.3881704980842912,0.8237547892720307,2.5328065134099615,0.31992337164750956
6,1326786.58,70503.66,52628,C - street +,RR8_Katarína Kuchtová,"Turzovka, mesto",25.21065934483545,0.715344678870659,0.8436302681992338,0.7777777777777778,1.6103927203065134,3.231800766283525,0.6915708812260536
7,610019.9400000001,55525.42,35146,C - street +,RR3_Jana Majernikova,"Prešov, 17.novembra",17.356738746941332,0.615215659999573,0.8953544061302683,0.8718869731800767,0.4525862068965517,2.219827586206897,0.5926724137931034
9,1412738.8,69113.01,58861,E - poliklinika,RR2_Silvia Mastikova,"Humenné, NsP",24.00127079050645,0.7969313931209365,1.306513409961686,0.9104406130268199,1.8591954022988506,4.0761494252873565,1.0172413793103448
11,1644725.11,129679.53,122317,B - shopping,RR5_Juraj Hvorecky,"Rimavská Sobota, Kaufland",13.44641472567182,0.5627199064286189,0.4157088122605364,2.2380268199233715,3.0213122605363987,5.675047892720307,2.2701149425287355
12,1559378.57,100957.38,109587,B - shopping,RR1_Beata Kubanova,"Michalovce, TESCO",14.229594477447144,0.4791442850211799,0.8314176245210727,1.7756226053639845,2.5797413793103448,5.1867816091954015,1.1551724137931034
13,744650.0599999999,49397.2,42016,C - street +,RR4_Radovan Kalmar,"Košice, Merkúr",17.723011709824828,0.6205871923249425,0.6637931034482758,0.8709291187739464,0.9183429118773946,2.453065134099617,0.36637931034482757
14,1986298.47,109876.76,128266,B - shopping,RR3_Jana Majernikova,"Spiš.N.Ves, OC Madaras",15.485775419830665,0.5029607005637979,0.8690134099616859,2.696599616858238,1.732998084291188,5.298611111111112,1.0181992337164751
15,1555373.54,115051.43,114526,B - shopping,RR2_Silvia Mastikova,"Humenné, Kaufland",13.580964497144754,0.488715855356521,0.7392241379310345,1.91044061302682,1.8757183908045976,4.525383141762452,0.4942528735632184
16,1115250.59,83689.56,71671,B - shopping,RR7_Ivana Iľanovská,"Poprad, OC MAX",15.560695260286588,0.4645867078178367,0.301963601532567,1.8297413793103448,1.8237547892720305,3.9554597701149423,1.2432950191570882
17,946843.62,79484.09,46145,C - street +,RR10_Mário Mantuano,"Topoľčany, 17.novembra",20.518877884927946,0.6998997152243578,0.7114463601532567,1.38433908045977,1.6546934865900382,3.7504789272030647,1.180316091954023
18,1167196.3,75585.34,54404,C - street +,RR10_Mário Mantuano,"Partizánske, Prior",21.454236820822,0.7008497371007772,0.6148227969348659,1.2564655172413792,1.6961206896551726,3.5674090038314175,0.9530651340996169
19,1215616.35,83986.84,57875,B - shopping,RR7_Ivana Iľanovská,Lipt. Mikuláš,21.00417019438445,0.6512398669201841,0.10704022988505747,2.3249521072796937,1.641044061302682,4.073036398467433,0.7614942528735632
22,3139745.35,76747.07,43228,E - poliklinika,RR5_Juraj Hvorecky,"Rimavská Sobota, NsP",72.63221407421116,0.931755573744221,0.8915229885057471,0.04909003831417624,2.2734674329501914,3.2140804597701145,1.1285919540229885
25,2572014.98,131546.51,152541,B - shopping,RR1_Beata Kubanova,"Michalovce, Kaufland",16.861138841360685,0.626569200619508,0.8649425287356322,3.470306513409962,2.5457375478927204,6.880986590038314,0.8199233716475095
26,1924848.33,76040.74,70712,E - poliklinika,RR2_Silvia Mastikova,"Vranov n.T., NsP",27.220957263265078,0.8115522899406832,0.8730842911877394,0.896551724137931,2.4403735632183907,4.210009578544061,1.137691570881226
27,1454841.82,111250.19,94020,B - shopping,RR13_Slavomír Bodnár,"Bratislava, Kaufland Trnavská",15.473748351414594,0.41951794456939656,0.7581417624521073,2.123323754789272,2.5627394636015324,5.444204980842912,0.5754310344827587
29,3133673.76,174433.94,171852,B - shopping,RR11_Andrej Kukučka,"Nitra, Kaufland",18.234723832134627,0.5660888707189482,0.8726053639846744,3.4272030651340994,4.280411877394636,8.580220306513409,2.2545498084291187
30,946284.79,91939.89,65954,B - shopping,RR14_Zsolt Balogh,"Nové Zámky, OC Aquario",14.347648209358038,0.3082534381642127,0.8069923371647509,1.5155651340996168,1.7188697318007662,4.041427203065134,0.6781609195402298
31,1650538.07,108468.02,101084,B - shopping,RR4_Radovan Kalmar,"Košice, Kaufland Popradská",16.32838104942424,0.5698648380767127,0.8963122605363985,1.790948275862069,2.5294540229885056,5.216714559386973,0.7088122605363985
32,895421.91,71748.44,43445,E - poliklinika,RR5_Juraj Hvorecky,"Hnúšťa, poliklinika",20.610470940269305,0.7630580314926625,0.7840038314176246,0.8486590038314177,1.5016762452107282,3.1343390804597706,0.742816091954023
33,2518066.82,148477.99,131028,B - shopping,RR11_Andrej Kukučka,"Levice, TESCO",19.21777650578502,0.52088017267151,0.975095785440613,2.487787356321839,2.5217911877394634,5.984674329501916,1.0727969348659003
34,1839086.11,127685.81,109134,B - shopping,RR9_Andrej Jakubík,"Púchov, Kaufland",16.85163294665274,0.5323443609717654,0.7722701149425287,2.4113984674329503,2.2835249042145596,5.4671934865900385,1.3498563218390804
35,548531.97,64822.46,28041,C - street +,RR12_Alena Romanová,"Piešťany, centrum",19.561783459933668,0.6142138442723767,0.7904693486590038,0.8522509578544061,0.8596743295019156,2.5023946360153255,0.3587068965517241
36,2445001.64,153156.67,134069,B - shopping,RR5_Juraj Hvorecky,"Zvolen, Kaufland",18.236890258001477,0.5475597922298326,0.9082854406130269,1.8824233716475098,3.953544061302682,6.744252873563219,1.3160919540229885
37,1284620.18,73240.22,57076,E - poliklinika,RR1_Beata Kubanova,"Čierna n.T., poliklinika",22.50718655827318,0.7207189521185944,0.6029693486590039,2.069683908045977,0.019875478927203066,2.692528735632184,0.6508620689655172
38,1808212.21,122709.42,110528,B - shopping,RR8_Katarína Kuchtová,"Žilina, Kaufland",16.35976594166184,0.5543295883396341,0.8273467432950192,2.6041666666666665,2.5324473180076628,5.963960727969349,0.7315613026819924
39,2247321.16,126149.9,139377,B - shopping,RR3_Jana Majernikova,"Prešov, Kaufland",16.12404600472101,0.5824648311503461,0.8362068965517241,2.5007183908045976,3.212404214559387,6.549329501915708,1.4272030651340997
40,715751.38,54388.31,39991,D - street,RR7_Ivana Iľanovská,"Stará Ľubovňa, CBA",17.897811507589207,0.6256594014530577,0.8026819923371648,0.5876436781609196,0.8132183908045977,2.203544061302682,0.4482758620689655
41,2254679.66,142343.23,89636,E - poliklinika,RR5_Juraj Hvorecky,"Žiar n.H., NsP 2",25.153729082065244,0.7933636789893247,0.7579022988505746,3.1175766283524906,3.02610153256705,6.901580459770115,1.7509578544061304
42,2367644.9,129892.47,134175,B - shopping,RR15_Miroslava Kolesárová,"Bratislava, Kaufland Petržalka",17.645946711384386,0.54839047865666,0.9018199233716475,2.8795498084291187,2.673132183908046,6.454501915708812,0.8218390804597702
43,1994111.9,154566.53,139762,B - shopping,RR11_Andrej Kukučka,"Šaľa, Kaufland",14.267911878765329,0.4657275602236766,0.7495210727969348,2.868773946360153,3.7143199233716477,7.3326149425287355,1.478927203065134
45,2060350.74,95159.81,93136,C - street +,RR1_Beata Kubanova,"Košice, Štúrova",22.121958641126955,0.6738586508819369,0.834530651340996,2.5009578544061304,1.6564894636015326,4.991977969348659,0.7743055555555555
46,1160106.67,71072.31,49619,E - poliklinika,RR14_Zsolt Balogh,"Sereď, ProCare",23.38029121908946,0.7568025878172048,0.7543103448275863,0.987787356321839,1.559147509578544,3.3012452107279695,1.1003352490421456
47,1352352.4,96159.61,83043,B - shopping,RR6_Jaroslav Vigh,"Brezno, TESCO",16.28496562022085,0.46288747666658486,0.038553639846743294,1.7818486590038314,2.4398946360153255,4.2602969348659006,1.0268199233716475
48,1138969.91,90317.23,81440,B - shopping,RR8_Katarína Kuchtová,"Čadca, TESCO",13.985386910609037,0.4036500402367961,1.1420019157088122,0.8807471264367817,1.9686302681992338,3.9913793103448274,1.1611590038314177
49,1120226.59,93647.41,84098,B - shopping,RR14_Zsolt Balogh,"Nové Zámky, Kaufland",13.320490261361746,0.3913080745565948,0.8757183908045976,1.1096743295019158,1.904214559386973,3.8896072796934864,0.6628352490421455
50,434328.33,44351.79,25753,D - street,RR6_Jaroslav Vigh,"Ban. Bystrica, centrum",16.86515473925368,0.4941437506505735,0.8084291187739465,0.10129310344827586,0.9298371647509579,1.8395593869731803,0.21096743295019157
51,826292.73,49662.04,24891,E - poliklinika,RR3_Jana Majernikova,"Gelnica, NsP",33.19644570326624,0.818731105137522,0.09770114942528736,2.1245210727969353,0.03065134099616858,2.252873563218391,0.40565134099616856
52,1674055.72,99569.29,121395,B - shopping,RR14_Zsolt Balogh,"Sereď, Kaufland",13.790153795461098,0.4152581432594131,0.816331417624521,1.4044540229885059,2.3330938697318007,4.553879310344827,1.3096264367816093
54,2175358.09,131670.08,137029,B - shopping,RR16_Robert Kardoš,"Malacky, Kaufland",15.875165767830167,0.47098487127698596,0.8738026819923372,1.8278256704980842,3.314774904214559,6.01640325670498,1.0593869731800767
55,1442169.48,100976.03,84490,B - shopping,RR13_Slavomír Bodnár,"Bratislava, Kaufland Rača",17.069114451414368,0.4564834848675345,0.9161877394636015,1.6137452107279695,1.7567049808429118,4.286637931034483,0.8917624521072797
56,1640048.73,110292.59,100385,B - shopping,RR11_Andrej Kukučka,"Galanta, TESCO",16.33758758778702,0.5398692269344948,0.7859195402298851,2.5653735632183907,1.3527298850574714,4.704022988505747,0.5057471264367817
57,452842.38,30789.1,17022,D - street,RR6_Jaroslav Vigh,Ľubochňa,26.603359182234755,0.7302581529582103,0.9489942528735633,0.007662835249042145,0,0.9566570881226054,0.08620689655172414
58,657283.77,44968.44,31307,E - poliklinika,RR2_Silvia Mastikova,"Stropkov, poliklinika",20.994786150062286,0.7720501146711716,0.7523946360153256,0.5067049808429118,0.7318007662835249,1.9909003831417622,0.39080459770114945
59,723392.4,61741.54,45000,D - street,RR5_Juraj Hvorecky,"Lučenec, Prior",16.075386666666667,0.6136009031889194,0.6829501915708812,0.8048371647509578,1.5368773946360152,3.024664750957854,0.6494252873563219
61,2275797.1,127952.19,142402,B - shopping,RR14_Zsolt Balogh,"Komárno, Kaufland",15.981496748641172,0.47405492783165953,0.8366858237547893,2.5517241379310347,2.3448275862068964,5.7332375478927204,0.9686302681992337
62,1116372.77,82399.32,75622,B - shopping,RR9_Andrej Jakubík,"Dubnica nV, TESCO",14.762539604876888,0.4185935760507666,0.9758141762452108,0.9719827586206897,1.894396551724138,3.8421934865900385,0.47509578544061304
63,985307.6900000001,85202.51,75345,B - shopping,RR7_Ivana Iľanovská,"Kežmarok, TESCO",13.077280376932777,0.4859011401808911,0.9695881226053639,0.9918582375478928,1.8908045977011492,3.8522509578544057,0.7318007662835249
64,1560579.3800000001,98541.48,104091,B - shopping,RR12_Alena Romanová,"Piešťany, Kaufland",14.992452565543612,0.488140692977758,0.0864463601532567,1.8874521072796935,1.9221743295019156,3.896072796934866,1.5572318007662833
65,875194.85,58000.55,48240,B - shopping,RR14_Zsolt Balogh,"Nové Zámky, CBA",18.14251347429519,0.5887247736889676,0.8704501915708812,0.7622126436781609,0.7691570881226054,2.4018199233716473,0.36590038314176243
66,894251.73,100256.45,65931,B - shopping,RR5_Juraj Hvorecky,"Žiar n.H., TESCO",13.563448605360149,0.41002568706241144,0.8376436781609194,1.001676245210728,2.074712643678161,3.914032567049808,0.7327586206896551
67,2247429.14,136599.97,159593,B - shopping,RR7_Ivana Iľanovská,"Stará Ľubovňa, Kaufland",14.08225385825193,0.48529213695253587,0.8431513409961685,3.4149904214559386,2.4727011494252875,6.730842911877395,1.6314655172413792
68,639134.2,46372,37496,D - street,RR4_Radovan Kalmar,"Rožňava, CBA",17.045396842329847,0.5644571046268531,0.8393199233716476,0.11518199233716475,0.9468390804597702,1.9013409961685825,0.2279693486590038
69,1230303.6,84138.18,76828,B - shopping,RR1_Beata Kubanova,"Košice, Billa",16.01373978237101,0.5144828073330843,0.8421934865900383,1.7828065134099618,1.8072318007662835,4.432231800766283,0.657088122605364
70,1398074.12,107677.55,93110,B - shopping,RR9_Andrej Jakubík,"Trenčín, Kaufland",15.015295027386962,0.48317486915500585,0.8778735632183907,1.6530172413793103,2.7061781609195403,5.237068965517241,0.7315613026819924
71,2664251.65,150879.12,158141,B - shopping,RR3_Jana Majernikova,"Košice, Kaufland Galeria",16.847317583675327,0.5601783562750162,0.8644636015325671,3.8979885057471266,2.5450191570881224,7.307471264367816,0.9645593869731801
72,2342660.82,127639.3,142653,B - shopping,RR6_Jaroslav Vigh,"Ružomberok, Kaufland",16.42209291076949,0.5222799688091424,0.9735392720306514,2.855603448275862,2.0014367816091956,5.830579501915709,0.814176245210728
73,1570904.76,106195.04000000001,117459,B - shopping,RR3_Jana Majernikova,"Spiš.N.Ves, Kaufland",13.374068909151278,0.5427380397014011,0.8295019157088123,2.741139846743295,1.7468869731800765,5.317528735632184,0.5076628352490421
74,2197056.09,133958.45,126487,B - shopping,RR8_Katarína Kuchtová,"Martin, Kaufland",17.369817372536307,0.5868114454920449,1.0759099616858239,2.5421455938697317,2.7442528735632186,6.362308429118774,0.7959770114942529
76,1283613.5,68504.35,62321,B - shopping,RR2_Silvia Mastikova,"Bardejov, Hypernova",20.596805250236677,0.6578077357397689,0.8721264367816093,1.3077107279693485,1.526580459770115,3.7064176245210727,0.617816091954023
77,1931775.48,115313.45,128303,B - shopping,RR12_Alena Romanová,"Trnava, Kaufland",15.056354722804612,0.5010114632990372,0.8393199233716476,1.5799808429118773,2.4456417624521074,4.864942528735632,0.7739463601532567
78,2095687.26,70158.57,49171,E - poliklinika,RR9_Andrej Jakubík,"Trenčín, poliklinika",42.62039128754754,0.847836208156364,0.8369252873563218,2.325191570881226,0.0031130268199233715,3.1652298850574714,0.42289272030651337
79,850709.78,54490.13,35523,E - poliklinika,RR5_Juraj Hvorecky,"Kremnica, poliklinika",23.948140078259158,0.7159176893440674,0.673611111111111,0.8031609195402298,0.888888888888889,2.36566091954023,0.39439655172413796
80,1504326.42,104808.47,93767,B - shopping,RR6_Jaroslav Vigh,"Ban. Bystrica, Kaufland",16.04323930593919,0.4937433725321397,1.0076628352490422,1.325670498084291,2.5617816091954024,4.8951149425287355,0.6980363984674329
81,435278.5,36036.33,25004,C - street +,RR1_Beata Kubanova,"Trebišov, mesto",17.408354663253878,0.5952214042274084,0.11350574712643677,1.0859674329501916,1.0735153256704981,2.2729885057471266,0.2222222222222222
82,2148753.53,123728.63,135369,B - shopping,RR14_Zsolt Balogh,"Dunajská Streda, Kaufland",15.873305779018828,0.476379108031064,0.24545019157088122,2.8134578544061304,2.2954980842911876,5.354406130268199,1.3457854406130267
83,285970.4,37580.340000000004,15046,E - poliklinika,RR13_Slavomír Bodnár,"Bratislava, ProCare",19.006407018476672,0.6393896710988269,0.803639846743295,0.6340996168582376,0,1.4377394636015326,0.3055555555555555
84,1526822.35,116311.34,102594,B - shopping,RR16_Robert Kardoš,"Senica, Kaufland",14.882179757100806,0.45806864171198436,0.8117816091954022,1.6566091954022988,2.863984674329502,5.332375478927203,0.8429118773946359
85,1111456.1400000001,79166.67,79276,B - shopping,RR14_Zsolt Balogh,"Štúrovo, OC Aquario",14.020083505726829,0.39832939336679535,0.8625478927203065,0.8970306513409962,1.7346743295019158,3.4942528735632186,0.6475095785440613
86,1493678.38,87449.28,102888,B - shopping,RR7_Ivana Iľanovská,"Kežmarok, Kaufland",14.51751788352383,0.5313638602709105,0.8745210727969348,1.6240421455938696,1.7719109195402296,4.270474137931034,0.553639846743295
87,1514783,95565.39,120111,B - shopping,RR1_Beata Kubanova,"Trebišov, Kaufland",12.611526005111939,0.4539864851929286,0.8864942528735633,1.799808429118774,2.2124042145593874,4.898706896551724,0.8180076628352491
88,792386.5,50420.85,27925,E - poliklinika,RR5_Juraj Hvorecky,"Zvolen, poliklinika",28.375523724261413,0.7381217373087503,0.8960727969348659,0.5162835249042146,0.8963122605363986,2.308668582375479,0.3390804597701149
89,1976139.61,99223.15,63975,E - poliklinika,RR1_Beata Kubanova,"Košice, žel.nemocnica",30.88924751856194,0.8441563195021429,0.8342911877394635,2.3887691570881224,1.4891044061302683,4.712164750957855,1.1281130268199233
90,1682755.19,102961.43,104445,B - shopping,RR11_Andrej Kukučka,"Zlaté Moravce, Tesco",16.11140016276509,0.5316108459008824,0.8618295019157088,2.0440613026819925,1.816331417624521,4.722222222222222,0.6506226053639846
91,1165500.4,95083.45,85283,B - shopping,RR5_Juraj Hvorecky,"Rimavská Sobota, TESCO",13.666268775723179,0.47441604481645827,0.9918582375478927,0.9456417624521072,2.273706896551724,4.211206896551724,1.4252873563218391
92,1638548.62,91011.79,95112,B - shopping,RR7_Ivana Iľanovská,"Lipt. Mikuláš, Kaufland",17.22756981243166,0.5303484555740555,0.8431513409961686,1.7440134099616857,1.7404214559386972,4.327586206896552,0.5134099616858238
93,1038568.5700000001,87798.27,75487,B - shopping,RR6_Jaroslav Vigh,"Brezno, Kaufland",13.75824406851511,0.4638746963043566,0.8848180076628354,1.0555555555555556,1.918103448275862,3.8584770114942533,0.5
94,1244627.75,97506.1,92898,B - shopping,RR4_Radovan Kalmar,"Lučenec, Kaufland",13.397788434627225,0.4869548344876611,0.8805076628352491,1.2413793103448276,2.4580938697318007,4.579980842911877,0.7064176245210728
96,562927.49,52189.7,27204,D - street,RR5_Juraj Hvorecky,Nová Baňa,20.692820541096896,0.6006532919541734,0.7064176245210728,0.3869731800766284,0.8424329501915708,1.935823754789272,0.4832375478927203
97,1499991.97,63370.69,59833,E - poliklinika,RR1_Beata Kubanova,"Trebišov, Nemocnica s pol.",25.069643340631423,0.8202911379585585,0.8101053639846743,1.3829022988505746,1.6724137931034482,3.865421455938697,1.28544061302682
98,1193531.57,62053.12,44295,E - poliklinika,RR3_Jana Majernikova,"Spiš.N.Ves, poliklinika",26.94506309967265,0.8224930321700665,0.783764367816092,1.617816091954023,0.023467432950191568,2.4250478927203067,0.7318007662835249
99,298611.53,35764.62,18036,C - street +,RR15_Miroslava Kolesárová,"Bratislava, Štúrova",16.556416611222,0.40488342831236285,0.12978927203065135,0.9588122605363986,0.9542624521072797,2.0428639846743297,0.20905172413793102
100,486235.51,38685.09,28379,D - street,RR2_Silvia Mastikova,"Sabinov, Nám. Slobody",17.133637901265022,0.6261123750505182,0.8503352490421456,0.11805555555555557,0.16044061302681992,1.128831417624521,0.10943486590038315
101,395105.9,38469.39,25875,D - street,RR7_Ivana Iľanovská,"Poprad, nám. sv. Egídia",15.269793236714976,0.5670309909317983,0.6285919540229885,0.4329501915708812,0.9556992337164751,2.0172413793103448,0.3850574712643678
102,2439655.3,77511.07,68096,E - poliklinika,RR1_Beata Kubanova,"Trebišov, M.R.Štefánika",35.826704945958646,0.8540336702484158,0.8663793103448276,2.6326628352490418,0.0038314176245210726,3.5028735632183903,0.6954022988505747
103,961638.29,53934,34183,E - poliklinika,RR1_Beata Kubanova,"Trebišov, SNP",28.132062428692628,0.832891200702917,0.8735632183908046,1.2966954022988506,0,2.1702586206896552,0.31800766283524906
104,2276340.01,90004.32,69123,E - poliklinika,RR1_Beata Kubanova,Kráľovský Chlmec,32.931730538315755,0.809045349951917,0.678639846743295,1.989942528735632,1.6065613026819925,4.275143678160919,1.0555555555555556
105,714215.12,54032.06,29299,E - poliklinika,RR4_Radovan Kalmar,"Košice, Tomášiková",24.37677463394655,0.7817643233316034,0.19276819923371646,1.289750957854406,1.6677442528735633,3.1502634099616857,0.49173850574712646
106,705965.3,40988.59,26417,C - street +,RR2_Silvia Mastikova,"Bardejov, pri nemocnici",26.723901275693684,0.8308855831865957,0.7763409961685824,0.7847222222222222,0.02610153256704981,1.5871647509578544,0.3182471264367816
107,1541020.42,111405.49,86619,B - shopping,RR16_Robert Kardoš,"LIDL,KARLOVA VES",17.79078978053314,0.4738024302104965,0.2696360153256705,3.205938697318008,2.721264367816092,6.19683908045977,0.5335249042145593
109,603941.56,44286.04,30296,C - street +,RR8_Katarína Kuchtová,"Žilina, R. Zaymusa",19.93469632954846,0.6219311020755055,0.9379789272030651,0.04597701149425287,0.9674329501915708,1.9513888888888888,0.20138888888888887
